geodesic,resistance,protected
0.01973415466321774,0.024525591367936223,0.0073652391567686736
0.019278955577382722,0.01966635678354233,0.004906909288827668
0.021098884825013858,0.019694434222118747,0.021549255503066158
0.018590404513886858,0.019450417134815445,0.020892146209916383
0.01941333688452546,0.018623486587705074,0.018368858909471136
0.02161817289700957,0.018214181456433,0.029133123282797005
0.018970723079553786,0.018958524696583587,0.02859672284185453
0.018584855827647042,0.02056699809750412,0.013268116844195389
0.015967038581553107,0.018987437068470184,0.0141532777147167
0.015404706321507979,0.022608783582295046,0.017462677960073773
0.014897900142876853,0.015972952418339386,0.02010455565917465
0.0140064528100109,0.01546596406762023,0.026021141416815895
0.012434067383100166,0.014392652156732735,0.02782211521292918
0.010002405036798733,0.014252673562236255,0.0304882558895997
0.009550850909293468,0.02452026618223764,0.028842699657928024
0.013659710939290502,0.019038220809357517,0.02619338699754953
0.015750217738932645,0.01967404948523916,0.021759760267641225
0.01194946739212801,0.017861283766392493,0.021349099436825104
0.015968799908303143,0.020335380499437405,0.011719858399704488
0.010172061056835493,0.02203475803536744,0.011231778123106613
0.008821769205865245,0.02525495184415755,0.010221696819570993
0.009976321690802254,0.01668147187202192,0.010568325970880229
0.006723588413060084,0.013381080978346891,0.006807375893558308
0.010377148621862762,0.012414836227703414,0.013991073290211466
0.011894548669525832,0.01182530513816849,0.014697818956598253
0.012075937539708566,0.01045017440868032,0.0077201390651195495
0.015006249831122113,0.009775797909201057,0.005580357558934898
0.005809208653067086,0.009234286733050023,0.004943466753547275
0.004193884802608601,0.015342424359167406,0.002909029707307618
0.002848970223943438,0.013506315246829922,0.0008868792029088089
0.002132479152961901,0.011655385581109472,0.005310954575915704
0.00030955567130005736,0.01334640562804912,0.000621851384165499
0.002283510632450372,0.010102840059119208,0.0069796749103026405
0.0,0.009461143813206428,0.0
0.016130883279064114,0.009216316222210827,0.007419704302533994
0.012292512903372554,0.008706257707368579,0.008678751236398902
0.016503379088293954,0.007702214787921524,0.009270583780777952
0.011979597994391505,0.009660295461404017,0.009689371565728645
0.011475001588467357,0.008423771322414087,0.012040731329408399
0.009484490810409975,0.006455191445487656,0.013699699205992703
0.009022223805381424,0.0062553305770383216,0.014318604845476228
0.010975243962511323,0.007086212733176549,0.01576563352267162
0.007644509931035076,0.004573819793549111,0.01086791708240335
0.006632399847599759,0.001377917718912182,0.01255796131532316
0.0006196260245643892,0.0005060809624398468,0.01531760854865347
0.0005332023513521593,0.008687854644126606,0.017878536529521757
0.0006090614435043428,0.00943630329033967,0.009776072300512712
0.0016860621638416797,0.006597989886532461,0.008423686114189583
0.003848955778526898,0.013138490600724542,0.01767653338445029
0.0033480370505709687,0.013562771599820746,0.018937195400537052
0.0043317006338598205,0.015181868010976696,0.015067954624260728
0.004897078282228687,0.014753888054918122,0.014708139719342121
0.004395372601393908,0.012045995119392632,0.01403424836636931
0.005286984740935571,0.011563812374333174,0.016282215331350904
0.006265493262089755,0.002120490848900691,0.01509507137845294
0.008430974164274695,0.0006100798760778672,0.015044900106035779
0.009727457010590551,0.0004892975288509042,0.01756991715238376
0.01045561925715439,0.0,0.01438428993621368
0.012077148800500983,0.006525701816791342,0.01302902015396027
0.005629048169231708,0.00701450293954809,0.006669925295097944
0.00821360815522807,0.0057938479133509725,0.007688566663571269
0.00852771141308914,0.008358383977924124,0.008133088164547796
0.004483935162071972,0.008847561889633463,0.008574274603702622
0.00505174078302343,0.009595686075595678,0.010720907450312116
0.006373413783591577,0.005442309932098067,0.008415222229772498
0.007390439882203976,0.0016505070724130372,0.010301020920644166
0.009803833090503759,0.0006988576781506724,0.012796091949914181
0.010418472351656197,0.0004914171737136688,0.013019088075073435
0.012052799591902613,0.0006536151905059226,0.011540634799794128
0.012995302376895185,0.0037770319723495985,0.01283411892542255
0.013844000495772312,0.007090416413631416,0.004755625637623378
0.01743217825283345,0.007678049139209931,0.0029802873078608504
0.01703151977027894,0.0040863144993208405,0.0017586119522621923
0.0179075020609658,0.00580595440988811,0.0003111060197718355
0.014655657852905275,0.0067338384582074735,0.02028343449949486
0.01949872408383684,0.006461101154212382,0.020940755901385413
0.016255573474330834,0.010064835174537216,0.01957486242089654
0.013553381732902372,0.008270459430071882,0.02124321265915281
0.01227038384636505,0.009303916446597713,0.01264688566344706
0.010714334706795019,0.009431594561098022,0.00044329350410601305
0.01107982910811786,0.009624687649230987,0.001452984092979407
0.010700358014566433,0.011588665438655067,0.0037900418264240118
0.011536595149653248,0.012088519683811175,0.004238209789193194
0.011501442990997219,0.010420681770169892,0.00047064007560899116
0.012218969096840468,0.011205221751955157,0.0007883546430413962
0.013587331185684151,0.011414227501225237,0.0013737380908846312
0.014096176875786147,0.011484227689033203,0.006146223554040596
0.01417933043935387,0.013563409001204816,0.008463617530507735
0.017599962260207446,0.01123142519572668,0.008903782630924334
0.017860441174864433,0.023191925479042155,0.009536111389815045
0.019150116044344696,0.022153066774538658,0.015679598735506367
0.015694683550704542,0.023947608951419966,0.020794892816546284
0.015496143316240798,0.019117540860838996,0.021887591990985313
0.015595608565546277,0.019027847772824052,0.022142122580593854
0.022823449751213684,0.018148082345595958,0.022523586815750778
0.024065930598445084,0.015825390377231734,0.020854684384449904
0.014417956918115723,0.015480365034068785,0.017224122755104553
0.013298808101430507,0.013995597933523854,0.016247573072719262
0.011271466628878518,0.019711389230133405,0.015844118364009625
0.010319986697360384,0.023009390571309386,0.016771979986155913
0.009138926573635653,0.02352694634309497,0.01616739548284485
0.012990968183364662,0.029675707153169237,0.01539852168592947
0.011866668169287017,0.027959382832573525,0.01837634735329483
0.010152372724074763,0.03062179400859723,0.017648100679890366
0.00946217329880405,0.030361862015957315,0.01611072617070162
0.009174041093246417,0.026714926552407852,0.012587079610513155
0.01012036070665931,0.025410292897673447,0.015541303218476847
0.010278731907331348,0.025068003178280833,0.016102368158941407
0.021031710319097913,0.023620457372518208,0.015437077757926371
0.01845286121767913,0.020558816921462834,0.014374583429342197
0.017727892707731563,0.020193459630462596,0.01198384948195031
0.01737026931911032,0.019210274284191257,0.003068333640927622
0.013905317188618526,0.018403516426394383,0.0018074057676329956
0.012668110872634097,0.016801403111489952,0.004187085328670197
0.014487827326590104,0.012074864126382864,0.01164551279402911
0.00994000692882341,0.00827392154043918,0.0053587763321638225
0.015478586692999148,0.00809591987360843,0.004627485827605684
0.00791515039398566,0.00857766795290655,0.004658005983859572
0.007652419530720185,0.00852889271196773,0.004609422195937121
0.00727972416898986,0.010346938403235344,0.0058079688776465545
0.005261508199159247,0.012817382594792178,0.006566935296591682
0.004872371724547047,0.010141753935548517,0.007127898508779485
0.005049478247295643,0.010826430485406997,0.00875376073508578
0.006221990232349776,0.012601144013824672,0.00804675546352723
0.007890945792637572,0.012392634347571948,0.00744651384788759
0.01175392953817454,0.029928309597280385,0.00653269791071452
0.010430461078589042,0.03086026237172112,0.005070018056342545
0.011605626393657994,0.03138311008354099,0.005011481772127579
0.010816852011947072,0.033982511994610935,0.016879051387001093
0.013574405447415862,0.02571616826361055,0.016208585193636323
0.011058142171513212,0.02466850255314117,0.017961053939984914
0.010090327775131802,0.026123262448681177,0.0152384105879287
0.013486168718291652,0.017609503170281784,0.013395404553030864
0.016185572022549916,0.017299947498981727,0.01121955653453866
0.016219878603756385,0.024046693759729617,0.01103962887364323
0.017033500377593352,0.02020832338403806,0.013664128874479372
0.017925325931215316,0.024419189568959457,0.013476202784292374
0.004154913673905384,0.019895408475057007,0.0112520615809495
0.0024798481636822624,0.01939081206913286,0.010860600069023982
0.0009993762162087186,0.01740030129107548,0.011283763694743317
0.004392427025363986,0.01786256829610403,0.009515281108792243
0.0008248380502859044,0.015909548138974133,0.010982758555572503
0.0003937647663951869,0.019240282170450377,0.011556497944717753
0.0,0.020252392253885695,0.013856793137769066
0.001063122719679096,0.017919573523546117,0.016574406611785816
0.006344577835976644,0.017833149850333886,0.005572463545606958
0.0065154457522663845,0.016690886055477385,0.005682272129429225
0.00856102795059024,0.018986009662823405,0.00851127795804241
0.009993153357855932,0.013951910448410758,0.010684211257819496
0.010356281106132788,0.012968246865121906,0.011166303050997991
0.010745569697426004,0.013533624513490772,0.011508570220278748
0.011991122613681945,0.012904574897587819,0.01318168822487527
0.013627135294798478,0.013923530972197656,0.013381661013083109
0.014780182658864827,0.01490203949335184,0.014085938589994988
0.023649467920319873,0.01706752039553678,0.01551917528419724
0.02099254714189855,0.018364003241852635,0.017487236773764077
0.020985225531166714,0.019092165488416475,0.020781649131072506
0.02075917643070785,0.020713695031763065,0.021432601243928616
0.018979803040794607,0.011670899329750017,0.018270260790897903
0.02018062270035423,0.009086339343753656,0.013411026206504011
0.0185519131949853,0.008772236085892587,0.013439103645080422
0.018153271963200168,0.014831992509582845,0.013195086557777125
0.018713871490187217,0.013889489724590273,0.012368156010666756
0.015747049114161707,0.013040791605713146,0.011958850879394679
0.015574214666132206,0.008763856008548157,0.012703194119545265
0.012132006988781583,0.010931279455420103,0.014311667520465792
0.013619073098383236,0.0104530783336673,0.01273210649143186
0.011888052072978817,0.009887365927001086,0.01635345300525672
0.014406829318619318,0.012086211938443775,0.009717621841301064
0.0037511071779771643,0.00874808659340504,0.009210633490581908
0.004763507185322417,0.013315084117552582,0.008137321579694413
0.002012703576902573,0.014257078730121804,0.007997342985197933
0.0003888965289229971,0.014580789921442017,0.018264935605199314
