geodesic,resistance,protected
0.01973415466321774,0.022129512756268357,0.017116992709948875
0.019278955577382722,0.02191093058689786,0.016069326999479494
0.021098884825013858,0.02477001437009433,0.0175240868950195
0.018590404513886858,0.025170672852648842,0.016555104171438552
0.01941333688452546,0.02429469056196198,0.0119700969422248
0.02161817289700957,0.02556113670992788,0.012394377941321005
0.018970723079553786,0.022703468539090943,0.010568576541927392
0.018584855827647042,0.021031710319097913,0.014044567269836421
0.015967038581553107,0.01845286121767913,0.014472547225894996
0.015404706321507979,0.017727892707731563,0.009775875835602547
0.014897900142876853,0.01737026931911032,0.009210163428936333
0.0140064528100109,0.013905317188618526,0.011409009440379023
0.012434067383100166,0.012668110872634097,0.008070884095340288
0.010002405036798733,0.014487827326590104,0.01263788161948783
0.009550850909293468,0.00994000692882341,0.013579876232057052
0.013659710939290502,0.015478586692999148,0.013903587423377264
0.015750217738932645,0.00791515039398566,0.016767007348174327
0.01194946739212801,0.007652419530720185,0.017180440161420486
0.015968799908303143,0.00727972416898986,0.017662622906479946
0.010172061056835493,0.005261508199159247,0.012955641618994403
0.008821769205865245,0.004872371724547047,0.012392422659419299
0.009976321690802254,0.005049478247295643,0.022161556864753525
0.006723588413060084,0.006221990232349776,0.023200415569257022
0.010377148621862762,0.007890945792637572,0.01998215009599066
0.011894548669525832,0.01175392953817454,0.007681329066689854
0.012075937539708566,0.010430461078589042,0.008962358035730708
0.015006249831122113,0.011605626393657994,0.00699775244663426
0.005809208653067086,0.010816852011947072,0.004436833954182166
0.004193884802608601,0.013574405447415862,0.0020689360022508167
0.002848970223943438,0.011058142171513212,0.0036146388530319106
0.002132479152961901,0.010090327775131802,0.0018469731051604676
0.00030955567130005736,0.013486168718291652,0.003960986527798463
0.002283510632450372,0.016185572022549916,0.0
0.0,0.016219878603756385,0.004199629269356461
0.016130883279064114,0.017033500377593352,0.004504364771626263
0.012292512903372554,0.017925325931215316,0.004705518913687557
0.016503379088293954,0.021624157020870168,0.004717985158159434
0.011979597994391505,0.004154913673905384,0.008154024036372125
0.011475001588467357,0.0024798481636822624,0.006859444745170753
0.009484490810409975,0.0009993762162087186,0.008440025734357565
0.009022223805381424,0.004392427025363986,0.00859917555366168
0.010975243962511323,0.0008248380502859044,0.009185429850364897
0.007644509931035076,0.0003937647663951869,0.009148218790526382
0.006632399847599759,0.0,0.006689012848629798
0.0006196260245643892,0.001063122719679096,0.004388995306206791
0.0005332023513521593,0.006344577835976644,0.010114112770602023
0.0006090614435043428,0.0075323409588144135,0.0035840461469365914
0.0016860621638416797,0.0065154457522663845,0.002592305221491075
0.003848955778526898,0.00856102795059024,0.00036171326109838217
0.0033480370505709687,0.009993153357855932,0.0006376833027437474
0.0043317006338598205,0.010356281106132788,0.0009156048792118444
0.004897078282228687,0.010745569697426004,0.0014649327895585136
0.004395372601393908,0.011991122613681945,0.002189128096478328
0.005286984740935571,0.013627135294798478,0.011579682682015207
0.006265493262089755,0.014780182658864827,0.012679440974296512
0.008430974164274695,0.018189041827432625,0.012809516606012606
0.009727457010590551,0.01947203971396995,0.014922506402402535
0.01045561925715439,0.022406921848019824,0.013522055072333594
0.012077148800500983,0.02312444795386307,0.014526924116487087
0.005629048169231708,0.024492810042706755,0.015386889283259443
0.00821360815522807,0.022998515807463763,0.01599082741397406
0.00852771141308914,0.023649467920319873,0.017811288559198425
0.004483935162071972,0.02099254714189855,0.018262707599875444
0.00505174078302343,0.020985225531166714,0.018665748078823367
0.006373413783591577,0.02075917643070785,0.01512707845163104
0.007390439882203976,0.018979803040794607,0.0157459303747041
0.009803833090503759,0.02018062270035423,0.01904393171588008
0.010418472351656197,0.0185519131949853,0.019561487487665664
0.012052799591902613,0.018153271963200168,0.025710248297739928
0.012995302376895185,0.018713871490187217,0.02399392397714422
0.013844000495772312,0.015747049114161707,0.026656335153167923
0.0181209360929373,0.015574214666132206,0.025962850741851083
0.01743217825283345,0.012132006988781583,0.026894803516291817
0.01703151977027894,0.013619073098383236,0.018715903196816024
0.0179075020609658,0.011888052072978817,0.018227714766186707
0.014655657852905275,0.014406829318619318,0.01616015913252017
0.01949872408383684,0.0037511071779771643,0.015548279120482705
0.02117048230382987,0.004763507185322417,0.015602242777296738
0.016255573474330834,0.002012703576902573,0.014595226440076617
0.013553381732902372,0.0003888965289229971,0.01814221197903583
0.01227038384636505,0.0006145434406257466,0.013404336659480307
0.010714334706795019,0.0007229604423311718,0.013059580654060085
0.01107982910811786,0.0038583478808324754,0.012856567609476031
0.010700358014566433,0.0043194746583222355,0.010480759535577212
0.011536595149653248,0.007041500622144509,0.008051754622654976
0.011501442990997219,0.00721476175116807,0.007281831268302559
0.012218969096840468,0.008216662913611455,0.007025696728334773
0.013587331185684151,0.008485682624252287,0.01468714424036089
0.014096176875786147,0.013486513534331515,0.010380152559019085
0.01417933043935387,0.013731046960212386,0.008490388360176931
0.017599962260207446,0.017539435109890113,0.007740535641657844
0.017860441174864433,0.011807497880840526,0.006303322780023136
0.019150116044344696,0.008886935600460905,0.00494625374641612
0.01868194048614099,0.018826553889421796,0.004558176264739677
0.015694683550704542,0.018357103158676245,0.004289926907837516
0.015496143316240798,0.01940195285989361,0.0036966772364190876
0.015595608565546277,0.020900444532830464,0.01818670391478394
0.015588398791812405,0.022843232385596594,0.017348012537336886
0.022823449751213684,0.020553910984459637,0.01653858244524094
0.024065930598445084,0.019361429789850407,0.016323667529882048
0.01544390167226073,0.004777330125664806,0.017496581188692528
0.014417956918115723,0.0030059686561523698,0.0184665990199935
0.01601099874754569,0.005648512702089978,0.019111133245119396
0.013298808101430507,0.006733911626281163,0.01562421189180475
0.011271466628878518,0.009384137876199216,0.01684179111978005
0.010319986697360384,0.010606422935352898,0.01433680114466387
0.009138926573635653,0.010990195495995576,0.027417651228111687
0.016635946970284973,0.012770917222115968,0.03001705313918163
0.016277527787569735,0.0144314813423083,0.0018238206465230806
0.01569185364945302,0.01568162506621891,0.009749965865203146
0.016487319541590256,0.0176341283661722,0.009470627040657955
0.016010376482906905,0.023719318734557127,0.006314682587871346
0.016153149271677884,0.020289186718996897,0.004247292308479707
0.017972121575040002,0.0279410482976146,0.0062315765024376565
0.015263168482524507,0.03014588431009871,0.007331690301845638
0.012990968183364662,0.027498434492642925,0.00824869012491448
0.011866668169287017,0.02711256724073618,0.008174625151385227
0.010152372724074763,0.024494749994642247,0.009306426889566562
0.00946217329880405,0.02393241773459712,0.00976795618813754
0.01045689897320479,0.023425611555965994,0.011169841295821966
0.010028975417211542,0.02253416422310004,0.011772024079099445
0.009174041093246417,0.020961778796189306,0.013167075174401454
0.01012036070665931,0.018530116449887873,0.013550312052400329
0.012237519246873541,0.018078562322382606,0.013815936460663206
0.012564889740467494,0.022187422352379638,0.014407750544629864
0.012670279423406813,0.02047717880521715,0.015748594742016515
0.013635502992852018,0.01869977246992463,0.017555384560588926
0.01595187277171711,0.017349480618954385,0.019580572716563927
0.017410176857117515,0.01850403310389139,0.022115099072140144
0.018660926405647055,0.015251299826149223,0.021391320715304148
0.019320779970653335,0.018904860034951898,0.020260085298299608
0.013246643148658265,0.014336920066156224,0.0182125032973627
0.012042403224026619,0.012721596215697739,0.01604128529183509
0.010360336018995605,0.011376681637032576,0.009479680524427176
0.010278731907331348,0.01066019056605104,0.010818160511155403
0.01845286121767913,0.008837267084389196,0.012821425784594151
0.017727892707731563,0.01081122204553951,0.010968406081378845
0.01737026931911032,0.00852771141308914,0.011181634491060107
0.013905317188618526,0.018012202223499113,0.012639938576460511
0.012668110872634097,0.017549935218470564,0.013890688124990053
0.014487827326590104,0.01950295537560046,0.015355260293722518
0.00994000692882341,0.016172221344124216,0.012652479903985141
0.015478586692999148,0.015160111260688898,0.010390751384275638
0.00791515039398566,0.009147337437653528,0.009114718916886668
0.007652419530720185,0.009060913764441299,0.00807874160457016
0.00727972416898986,0.007918649969584796,0.008552374111466109
0.005261508199159247,0.01021377357693082,0.0073087667407206085
0.004872371724547047,0.012376667191616038,0.009381463175112131
0.005049478247295643,0.0051796743625181696,0.005960565499996805
0.006221990232349776,0.004196010779229318,0.014192484917280293
0.007890945792637572,0.004761388427598184,0.012357164507146839
0.01175392953817454,0.004132338811695231,0.014372579982588864
0.010430461078589042,0.005151294886305069,0.012024965961378737
0.011605626393657994,0.006129803407459253,0.01475956810584682
0.010816852011947072,0.008295284309644194,0.016089600057115336
0.013574405447415862,0.00959176715596005,0.0037443925286116315
0.011058142171513212,0.01031992940252389,0.0015991760262869521
0.010090327775131802,0.011941458945870481,0.00028558822563961217
0.013486168718291652,0.002898663243857431,0.0
0.016185572022549916,0.00031410325786106907,0.015677319707567063
0.016219878603756385,0.0,0.014667187867373994
0.017033500377593352,0.013011646575161111,0.013441303786663987
0.017925325931215316,0.01357945219611257,0.01260088621033752
0.004154913673905384,0.014901125196680716,0.011911802241039849
0.0024798481636822624,0.015918151295293115,0.01568519924028799
0.0009993762162087186,0.018331544503592898,0.01695828204726763
0.004392427025363986,0.018946183764745335,0.02346871724975745
0.0008248380502859044,0.018865767540041097,0.022462196418962285
0.0003937647663951869,0.017923264755048525,0.021540719591659374
0.0,0.0170745666361714,0.020492421086548678
0.001063122719679096,0.012797631039006413,0.020139677429710783
0.006344577835976644,0.019242046119884157,0.0181988441791179
0.0075323409588144135,0.019607540521206997,0.01352120695702339
0.0065154457522663845,0.01922806942765557,0.012921495440034743
0.00856102795059024,0.019468311609317324,0.01174675090909301
0.009993153357855932,0.016908729883184426,0.018099683254693695
0.010356281106132788,0.016825576319616703,0.017523754504094036
0.010745569697426004,0.013404944498763128,0.015203566049012207
0.011991122613681945,0.01314446558410614,0.014920960540868503
